name,district,mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside
Холодницкая Оксана Борисовна,Сокольники,1,1007,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Чернышева Светлана Владимировна,Сокольники,1,112,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Авласевич Евгений Олегович,Сокольники,2,184,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Антонян Алина Александровна,Сокольники,2,295,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Афанасенков Андрей Леонидович,Сокольники,2,1130,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Базоева Виктория Владимировна,Сокольники,2,230,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Белов Даниил Романович,Сокольники,2,104,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Белов Кирилл Леонидович,Сокольники,2,107,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Бельский Георгий Александрович,Сокольники,2,525,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Бурыкин Леонид Владимирович,Сокольники,2,72,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Весельский Борис Николаевич,Сокольники,2,173,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Власов Аркадий Роландович,Сокольники,2,848,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Власов Евгений Константинович,Сокольники,2,249,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Выборнов Максим Евгеньевич,Сокольники,2,151,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Гайнулин Шамиль Мухтарович,Сокольники,2,1190,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Евстратов Евгений Юрьевич,Сокольники,2,914,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Зуева Елена Александровна,Сокольники,2,472,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Иванов Сергей Алексеевич,Сокольники,2,247,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Иващенко Ирина Алексеевна,Сокольники,2,420,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Клочков Рустам Александрович,Сокольники,2,992,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Коврикова Людмила Николаевна,Сокольники,2,1129,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Крючков Игорь Константинович,Сокольники,2,379,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Кучеренко Андрей Александрович,Сокольники,2,152,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Ляховецкий Никита Владимирович,Сокольники,2,769,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Максимова Татьяна Викторовна,Сокольники,2,742,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Малахова Ольга Михайловна,Сокольники,2,53,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Маховиков Андрей Валерьевич,Сокольники,2,756,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Могунов Илья Вениаминович,Сокольники,2,126,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Нестерова Вера Фроловна,Сокольники,2,147,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Помелова Елена Ивановна,Сокольники,2,41,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Реброва Ирина Арсеньевна,Сокольники,2,97,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Салкин Михаил Игоревич,Сокольники,2,75,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Сидельников Лев Николаевич,Сокольники,2,438,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Соболева Светлана Анатольевна,Сокольники,2,898,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Сушкова Александра Николаевна,Сокольники,2,103,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Трубицина Наталия Юрьевна,Сокольники,2,150,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Хомяков Алексей Валерьевич,Сокольники,2,380,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Шавыркина Ирина Александровна,Сокольники,2,207,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Шелемех Александр Александрович,Сокольники,2,61,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Шкарин Андрей Владимирович,Сокольники,2,88,15633,3441,19,145,23.060193181091282,0.12153777266039788,0.9275251071451417
Буня Игорь Викторович,Внуково,1,385,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Бурков Алекксей Олегович,Внуково,1,93,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Бутузов Александр Викторович,Внуково,1,111,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Вагин Станислав Александрович,Внуково,1,72,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Валеева Наталья Николаевна,Внуково,1,123,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Грозная Галина Ионасовна,Внуково,1,553,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Зайберт Ирина Петровна,Внуково,1,31,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Заковранова Елена Дмитриевна,Внуково,1,384,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Калугин Владимир Владимирович,Внуково,1,132,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Комарницкий Олег Викторович,Внуково,1,137,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Кротов Николай Иванович,Внуково,1,155,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Кузьмина Ирина Игоревна,Внуково,1,246,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Куренной Григорий Александрович,Внуково,1,89,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Михеева Марина Александровна,Внуково,1,412,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Мурзаков Сергей Васильевич,Внуково,1,143,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Новиков Юрий Михайлович,Внуково,1,272,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Носов Сергей Николаевич,Внуково,1,259,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Попок Алексей Александрович,Внуково,1,25,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Ранджиткар Галина Константиновна,Внуково,1,45,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Сибельдин Денис Николаевич,Внуково,1,66,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
Хасьянов Марат Мансурович,Внуково,1,33,8257,1085,35,103,14.811674942473052,0.42388276613782244,1.2474264260627346
